X,Y,Color,Radius,A,B,C
5830.92,3349.35,1,1,4193.166043,0.70179,104.436554
5912.85,3329.39,1,1,4193.723795,0.687034,112.51976
5846.09,3439.84,1,1,4194.281526,0.699443,113.358177
5778.6,3547.82,1,1,4194.806454,0.751377,114.068764
6066.11,3764.41,1,1,4195.528282,0.571011,107.39724
6069.84,3959.03,1,1,4197.267042,0.348164,107.316154
5827.81,3738.7,1,1,4198.251288,0.778701,104.328568
5730.01,3515.34,1,1,4198.776179,0.720659,104.204979
5826.68,3630.21,1,1,4199.301095,0.777533,105.472412
5725.04,3534.83,1,1,4199.858841,0.731157,101.864639
6767.39,3445.99,1,1,4200.38374,0.428556,61.528305
5988.74,3603.9,1,1,4201.335197,0.69414,109.063103
5681.75,3918.74,1,1,4201.925745,0.489415,108.997467
5838.34,4012.81,1,1,4202.909879,0.246592,147.458862
